"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated","level","Match_Count","Line Number","Text"
"1.6.1.1.1","","","","","","","7","statement, and so on."
"1.6.1.1.2","6a1b","01234","ROSE","Fri 9 Jan 1981 06:32:11 GMT+00:00","5","11","",""
"1.6.1.1.2","","","","","","","1","Another important use of the Copy verb is for copying entire"
"1.6.1.1.2","","","","","","","2","files.  The command is &quot;Copy File (named) oldname<OK> (to a"
"1.6.1.1.2","","","","","","","3","new file to be named) newname<OK><OK>&quot;.  This command does"
"1.6.1.1.2","","","","","","","4","not alter the information inside the file at all, and sometimes"
"1.6.1.1.2","","","","","","","5","this is a little surprising.  For example, if you copy the file"
"1.6.1.1.2","","","","","","","6","named &quot;tutor,tutor4,&quot; to a new file named"
"1.6.1.1.2","","","","","","","7","&quot;tutor4,&quot; in your own directory, and then jump to that"
"1.6.1.1.2","","","","","","","8","file, you will note that the origin statement still identifies"
"1.6.1.1.2","","","","","","","9","that file as being in the TUTOR directory.  After you have made"
"1.6.1.1.2","","","","","","","10","any change to the file and updated it, the origin statement will"
"1.6.1.1.2","","","","","","","11","change to indicate the new location of the file."
"1.6.1.2","6a2","0186","THOM","Thu 20 Dec 1979 02:24:19 GMT+00:00","4","1","",""
"1.6.1.2","","","","","","","1","Transpose"
"1.6.1.2.1","6a2a","0247","ROSE","Mon 12 Jan 1981 07:42:16 GMT+00:00","5","10","",""
"1.6.1.2.1","","","","","","","1","The Transpose verb is another verb, which, like Copy, operates"
"1.6.1.2.1","","","","","","","2","on the usual editing entities.  The Transpose command exchanges"
"1.6.1.2.1","","","","","","","3","two objects of the kind that you specify.  For example, if you"
"1.6.1.2.1","","","","","","","4","type &quot;Transpose Character&quot;, you will be given the"
"1.6.1.2.1","","","","","","","5","option of marking two different characters, and after you type"
"1.6.1.2.1","","","","","","","6","the final <OK>, the two characters will be exchanged."
"1.6.1.2.1","","","","","","","7","Transposing text requires four marks -- you must identify both"
"1.6.1.2.1","","","","","","","8","the beginning and end of each piece of text.  To exchange"
"1.6.1.2.1","","","","","","","9","chapters 1 and 2 in an online book, you might use the Transpose"
"1.6.1.2.1","","","","","","","10","Branch command, and mark the two chapter headers."
"1.6.1.3","6a3","0187","THOM","Mon 9 Jun 1980 06:44:35 GMT+00:00","4","1","",""
"1.6.1.3","","","","","","","1","Replace All"
"1.6.1.3.1","6a3a","0309","ROSE","Fri 9 Jan 1981 06:32:51 GMT+00:00","5","10","",""
"1.6.1.3.1","","","","","","","1","There are often times when it would be nice to be able to do a"
"1.6.1.3.1","","","","","","","2","replacement not once, but every time it occurred in a certain"
"1.6.1.3.1","","","","","","","3","piece of text.  I am sure that you have seen form letters that"
"1.6.1.3.1","","","","","","","4","begin &quot;Dear Capt. Ahab,&quot;, and then later have a line"
"1.6.1.3.1","","","","","","","5","containing something like: &quot;I am sure, Capt. Ahab, that you"
"1.6.1.3.1","","","","","","","6","would love to be a benefactor to our 'Save The Whales'"
"1.6.1.3.1","","","","","","","7","organization ...&quot;.  This could have been done by making a"
"1.6.1.3.1","","","","","","","8","letter template with &quot;XXX&quot; wherever &quot;Capt."
"1.6.1.3.1","","","","","","","9","Ahab&quot; appears above, and the same letter can be customized"
"1.6.1.3.1","","","","","","","10","by substituting other names for the XXX in subsequent mailings."
"1.6.1.3.2","6a3b","0310","ROSE","Fri 9 Jan 1981 06:33:11 GMT+00:00","5","6","",""
"1.6.1.3.2","","","","","","","1","In any case, there is an AUGMENT command to do just this -- the"
"1.6.1.3.2","","","","","","","2","&quot;Replace All&quot; command.  The wholesale replacement may"
"1.6.1.3.2","","","","","","","3","take place in a single statement only, a branch, a group, or"
"1.6.1.3.2","","","","","","","4","even a plex or the entire file.  The Replace All command has"
"1.6.1.3.2","","","","","","","5","many forms, but in its simplest form, it works something like"
"1.6.1.3.2","","","","","","","6","this:"
"1.6.1.3.3","6a3c","0311","ROSE","Mon 12 Jan 1981 07:42:25 GMT+00:00","5","7","",""
"1.6.1.3.3","","","","","","","1","&quot;Replace All (occurrances in) Branch (at) MARK (of old)"
"1.6.1.3.3","","","","","","","2","Word oldword<OK> (by word) newword<OK> <OK>&quot;.  In this"
"1.6.1.3.3","","","","","","","3","example, all occurrances of the word oldword will be replaced by"
"1.6.1.3.3","","","","","","","4","newword.  In this paragraph (statement), notice that"
"1.6.1.3.3","","","","","","","5","&quot;occurrences&quot; has been misspelled throughout (as"
"1.6.1.3.3","","","","","","","6","&quot;occurrances&quot;).  Correct all of the misspellings now"
"1.6.1.3.3","","","","","","","7","with a single Replace All command."
"1.6.1.3.4","6a3d","0312","RVR","Mon 15 Nov 1982 07:03:16 GMT+00:00","5","10","",""
"1.6.1.3.4","","","","","","","1","In the previous example, we replaced words by words; we can also"
"1.6.1.3.4","","","","","","","2","replace for arbitrary text.  There are some dangers, however."
"1.6.1.3.4","","","","","","","3","If we substitute the text &quot;dog&quot; for &quot;cat&quot;,"
"1.6.1.3.4","","","","","","","4","all the words &quot;cat&quot; will be changed to"
"1.6.1.3.4","","","","","","","5","&quot;dog&quot;, but the word &quot;catalog&quot; will be"
"1.6.1.3.4","","","","","","","6","changed to &quot;dogalog&quot;.  Let the user beware.  If you"
"1.6.1.3.4","","","","","","","7","are not sure about exactly what a Replace All command will do,"
"1.6.1.3.4","","","","","","","8","update your file first, then try it.  If all goes well, fine."
"1.6.1.3.4","","","","","","","9","If not, (you get 2000 replacements instead of the 20 you"
"1.6.1.3.4","","","","","","","10","expected), you can just Delete Modifications, and try again."
"1.6.1.3.5","6a3e","0313","RVR","Mon 15 Nov 1982 07:03:23 GMT+00:00","5","5","",""
"1.6.1.3.5","","","","","","","1","Try a few strange replacements on a small part of this file."
"1.6.1.3.5","","","","","","","2","&quot;Replace All&quot; for characters, words, and text.  Try to"
"1.6.1.3.5","","","","","","","3","figure out what will happen each time before you press the final"
"1.6.1.3.5","","","","","","","4","<OK>.  You might want to update the file first, as was mentioned"
"1.6.1.3.5","","","","","","","5","earlier, so that you can delete modifications when you are done."
"1.6.1.3.6","6a3f","0314","ROSE","Mon 12 Jan 1981 07:42:31 GMT+00:00","5","8","",""
"1.6.1.3.6","","","","","","","1","Notice that at the end of the command, you were presented with a"
"1.6.1.3.6","","","","","","","2","&quot;C/OK:&quot; prompt, and until now you have answered <OK>."
"1.6.1.3.6","","","","","","","3","Your other options include typing &quot;a&quot; (for additional"
"1.6.1.3.6","","","","","","","4","replacements in the same structure), and &quot;s&quot; (to show"
"1.6.1.3.6","","","","","","","5","the status of the current command).  Try doing more than one"
"1.6.1.3.6","","","","","","","6","global replacement at the same time, and before you give the"
"1.6.1.3.6","","","","","","","7","final <OK>, type &quot;s&quot; (for &quot;Status&quot;) to see"
"1.6.1.3.6","","","","","","","8","how the command works."
"1.6.1.4","6a4","0197","THOM","Thu 20 Dec 1979 02:25:20 GMT+00:00","4","1","",""
"1.6.1.4","","","","","","","1","Append and Break"
"1.6.1.4.1","6a4a","0302","THOM","Wed 5 Mar 1980 07:52:46 GMT+00:00","5","7","",""
"1.6.1.4.1","","","","","","","1","The basic structural entity of an AUGMENT file is the statement,"
"1.6.1.4.1","","","","","","","2","and it very often corresponds to a paragraph of text."
"1.6.1.4.1","","","","","","","3","Sometimes, after you have written a paragraph, you notice that"
"1.6.1.4.1","","","","","","","4","the text you have written really deals with two different ideas,"
"1.6.1.4.1","","","","","","","5","and should be broken apart into two different statements."
"1.6.1.4.1","","","","","","","6","Sometimes the opposite is the case -- two paragraphs should be"
"1.6.1.4.1","","","","","","","7","joined to make one."
"1.6.1.4.2","6a4b","0303","THOM","Mon 9 Jun 1980 06:48:04 GMT+00:00","5","4","",""
"1.6.1.4.2","","","","","","","1","AUGMENT has two commands to perform these operations:  Break and"
"1.6.1.4.2","","","","","","","2","Append, respectively.  Let us try the Break command on the"
"1.6.1.4.2","","","","","","","3","following paragraph (which obviously discusses two different"
"1.6.1.4.2","","","","","","","4","ideas)."
"1.6.1.4.3","6a4c","0304","ROSE","Fri 9 Jan 1981 06:34:44 GMT+00:00","5","13","",""
"1.6.1.4.3","","","","","","","1","For millions of years, dinosaurs roamed the earth.  One of the"
"1.6.1.4.3","","","","","","","2","largest was Tyrannosaurus Rex.  To use the break statement"
"1.6.1.4.3","","","","","","","3","command, type &quot;bs&quot; (for &quot;Break Statement&quot;),"
"1.6.1.4.3","","","","","","","4","and MARK the last word you want to remain in the first of the"
"1.6.1.4.3","","","","","","","5","two parts.  Actually, &quot;last word&quot; is not precisely"
"1.6.1.4.3","","","","","","","6","correct -- all characters up to a space or <TAB> or <RET> will"
"1.6.1.4.3","","","","","","","7","remain.  In the case of this paragraph, marking anywhere in the"
"1.6.1.4.3","","","","","","","8","word &quot;Rex&quot; above will cause &quot;Rex.&quot;"
"1.6.1.4.3","","","","","","","9","(including the period) to remain in the first statement.  After"
"1.6.1.4.3","","","","","","","10","marking the breaking point, you may simply type <OK> to complete"
"1.6.1.4.3","","","","","","","11","the action, or you may specify the level of the newly-created"
"1.6.1.4.3","","","","","","","12","second statement relative to the present one (up, down, same"
"1.6.1.4.3","","","","","","","13","level).  Do this now."
"1.6.1.4.4","6a4d","0306","ROSE","Mon 12 Jan 1981 07:42:42 GMT+00:00","5","16","",""
"1.6.1.4.4","","","","","","","1","Now let us learn to do the opposite -- append two statements"
"1.6.1.4.4","","","","","","","2","together.  First break this statement at &quot;together&quot; a"
"1.6.1.4.4","","","","","","","3","few words ago, so that there will be a pair of statements to"
"1.6.1.4.4","","","","","","","4","append.  You may want to turn on numbers or blank lines to see"
"1.6.1.4.4","","","","","","","5","exactly what happens.  The command is &quot;Append"
"1.6.1.4.4","","","","","","","6","Statement&quot; (typed &quot;as&quot;), followed by marking"
"1.6.1.4.4","","","","","","","7","first the statement you wish to append to the end of the"
"1.6.1.4.4","","","","","","","8","statement that you mark second.  In other words, if your two"
"1.6.1.4.4","","","","","","","9","statements were XXX and YYY, and you give the command"
"1.6.1.4.4","","","","","","","10","&quot;Append Statement (mark Y) (to) (mark X)&quot;, you will"
"1.6.1.4.4","","","","","","","11","get XXXYYY.  Presumably, you don't want the &quot;F&quot; of"
"1.6.1.4.4","","","","","","","12","&quot;First break ...&quot; to be crammed against the"
"1.6.1.4.4","","","","","","","13","&quot;.&quot; in &quot;together.&quot;; you would like to have a"
"1.6.1.4.4","","","","","","","14","couple of spaces between them.  Note that the noise words"
"1.6.1.4.4","","","","","","","15","&quot;join with&quot; appear.  At this point, you can type the"
"1.6.1.4.4","","","","","","","16","two spaces you want to join the statements with."
"1.6.1.4.5","6a4e","0307","WBD","Sat 9 Jul 1988 00:22:31 GMT+00:00","5","6","",""
"1.6.1.4.5","","","","","","","1","If, for some reason, you wish to have nothing at all inserted"
"1.6.1.4.5","","","","","","","2","between the two statements, simply type <OK>.  If, for some"
"1.6.1.4.5","","","","","","","3","reason, you wish to MARK the text that is to be inserted between"
"1.6.1.4.5","","","","","","","4","the two statements, you may type the <OPT> key (<CTRL-U> or the"
"1.6.1.4.5","","","","","","","5","F6 key on the IBM-PC) first, and then mark the appropriate text."
"1.6.1.4.5","","","","","","","6","Look at the prompt -- it tells you to do exactly that."
"1.6.1.4.6","6a4f","01237","ROSE","Mon 12 Jan 1981 07:42:36 GMT+00:00","5","6","",""
"1.6.1.4.6","","","","","","","1","There is another form of the Append command that is often quite"
"1.6.1.4.6","","","","","","","2","useful, especially when dealing with the conversion of files"
"1.6.1.4.6","","","","","","","3","from other systems to AUGMENT files (this topic is covered in"
"1.6.1.4.6","","","","","","","4","TUTOR4).  It is the Append All command.  It allows you to append"
"1.6.1.4.6","","","","","","","5","all of the statements in some structure (Branch, Group, or Plex)"
"1.6.1.4.6","","","","","","","6","to form a single large statement."
"1.6.1.4.7","6a4g","01238","THOM","Mon 18 Aug 1980 05:11:32 GMT+00:00","5","5","",""
"1.6.1.4.7","","","","","","","1","All of the statements in the structure are appended, including"
"1.6.1.4.7","","","","","","","2","the substructure (if there is any).  At the end of the Append"
"1.6.1.4.7","","","","","","","3","All command, you have the same option for specifying the text to"
"1.6.1.4.7","","","","","","","4","go between the appended statements.  Whatever you specify is"
"1.6.1.4.7","","","","","","","5","inserted between all the statements."
"1.6.1.4.8","6a4h","01239","ROSE","Fri 9 Jan 1981 06:35:28 GMT+00:00","5","6","",""
"1.6.1.4.8","","","","","","","1","A statement in an AUGMENT file can be at most 2000 characters"
"1.6.1.4.8","","","","","","","2","long, and if you specify a large structure in the Append All"
"1.6.1.4.8","","","","","","","3","command, AUGMENT will not be able to append all of them into a"
"1.6.1.4.8","","","","","","","4","single statement.  What actually happens in this case is that as"
"1.6.1.4.8","","","","","","","5","many statements as possible are appended (without going over the"
"1.6.1.4.8","","","","","","","6","2000 character limit), and then a new statement is started."
"1.6.1.5","6a5","0198","THOM","Thu 20 Dec 1979 02:25:26 GMT+00:00","4","1","",""
"1.6.1.5","","","","","","","1","Force"
"1.6.1.5.1","6a5a","0248","ROSE","Mon 12 Jan 1981 07:44:55 GMT+00:00","5","8","",""
"1.6.1.5.1","","","","","","","1","The Force command is used to change the capitalization"
"1.6.1.5.1","","","","","","","2","(uppercase, lowercase, etc.) of text.  It only affects"
"1.6.1.5.1","","","","","","","3","alphabetic characters (not numbers, punctuation, etc.)  You can"
"1.6.1.5.1","","","","","","","4","force everything from a single character to an entire branch or"
"1.6.1.5.1","","","","","","","5","plex.  For example, suppose that you want to change this word:"
"1.6.1.5.1","","","","","","","6","word  to be all uppercase.  Use the command &quot;Force Word"
"1.6.1.5.1","","","","","","","7","(at)&quot;, and mark the word (go ahead and do it), then give a"
"1.6.1.5.1","","","","","","","8","final <OK>, and the word will be all capital letters."
"1.6.1.5.1.1","6a5a1","0539","RVR","Mon 15 Nov 1982 07:09:42 GMT+00:00","6","7","",""
"1.6.1.5.1.1","","","","","","","1","Besides uppercase, there are two other &quot;force modes&quot;"
"1.6.1.5.1.1","","","","","","","2","available -- lowercase and first letter upper.  At the end of a"
"1.6.1.5.1.1","","","","","","","3","Force command, such as &quot;Force Word (at)&quot;, you can"
"1.6.1.5.1.1","","","","","","","4","simply type <OK> to get uppercase, or you can type &quot;l&quot;"
"1.6.1.5.1.1","","","","","","","5","for lowercase or &quot;f&quot; for first letter upper.  What you"
"1.6.1.5.1.1","","","","","","","6","will see is &quot;Force Word (at) MARK Lower <OK>.  Try both of"
"1.6.1.5.1.1","","","","","","","7","these now."
"1.6.1.5.1.2","6a5a2","0540","ROSE","Mon 12 Jan 1981 07:47:42 GMT+00:00","6","9","",""
"1.6.1.5.1.2","","","","","","","1","Sometimes you find that you need to change the capitalization of"
"1.6.1.5.1.2","","","","","","","2","a lot of words, in different places in your text, all to"
"1.6.1.5.1.2","","","","","","","3","lowercase or first letter upper.  In this case, you can change"
"1.6.1.5.1.2","","","","","","","4","your default force mode to one of these others.  After you set"
"1.6.1.5.1.2","","","","","","","5","your mode to, say, first letter upper, then Force will force to"
"1.6.1.5.1.2","","","","","","","6","first letter upper every time if you don't specify a mode in the"
"1.6.1.5.1.2","","","","","","","7","Force command.  If you then need to force to uppercase, you can"
"1.6.1.5.1.2","","","","","","","8","just type &quot;u&quot; for uppercase.  Alternatively, you can"
"1.6.1.5.1.2","","","","","","","9","reset the default force mode back to uppercase."
"1.6.1.5.1.3","6a5a3","0541","ROSE","Mon 12 Jan 1981 07:48:11 GMT+00:00","6","3","",""
"1.6.1.5.1.3","","","","","","","1","The command to change your default force mode is &quot;Set Force"
"1.6.1.5.1.3","","","","","","","2","(mode to) Upper<OK>&quot;, &quot;Set Force (mode to)"
"1.6.1.5.1.3","","","","","","","3","Lower<OK>&quot;, and so on."
"1.6.2","6b","0196","THOM","Thu 20 Dec 1979 02:25:10 GMT+00:00","3","1","",""
"1.6.2","","","","","","","1","Content searching"
"1.6.2.1","6b1","0288","ROSE","Fri 9 Jan 1981 06:36:22 GMT+00:00","4","12","",""
"1.6.2.1","","","","","","","1","There are many occasions when someone wants to find some text in"
"1.6.2.1","","","","","","","2","a file, but has no idea where it is.  &quot;I wrote a paragraph"
"1.6.2.1","","","","","","","3","about Mary's little lamb somewhere, but I don't know where to"
"1.6.2.1","","","","","","","4","find it&quot; is a typical problem.  If you know that the"
"1.6.2.1","","","","","","","5","statement in question contained the word &quot;Mary&quot;, you"
"1.6.2.1","","","","","","","6","could proceed as follows:  Type the command &quot;Jump (to)"
"1.6.2.1","","","","","","","7","Content First Mary<OK>&quot;.  The capitalization must be exact"
"1.6.2.1","","","","","","","8","-- a search for &quot;mary&quot; or &quot;MARY&quot; would fail."
"1.6.2.1","","","","","","","9","If you try this command now, all you will accomplish is to put"
"1.6.2.1","","","","","","","10","this statement at the top of your screen (if it isn't there"
"1.6.2.1","","","","","","","11","already) since it is the first in this file to contain the text"
"1.6.2.1","","","","","","","12","&quot;Mary&quot;."
"1.6.2.2","6b2","0289","THOM","Wed 5 Mar 1980 07:09:11 GMT+00:00","4","6","",""
"1.6.2.2","","","","","","","1","The &quot;First&quot; in the &quot;Jump Content First&quot; says"
"1.6.2.2","","","","","","","2","to look for the first occurrence of the specified text in the"
"1.6.2.2","","","","","","","3","file.  To do a search from where you are for some text, use the"
"1.6.2.2","","","","","","","4","command &quot;Jump (to) Content Next Mary<OK>&quot;  If the"
"1.6.2.2","","","","","","","5","named context can be found later in the file, you will be moved"
"1.6.2.2","","","","","","","6","to the first statement containing it."
"1.6.2.3","6b3","0290","ROSE","Fri 9 Jan 1981 06:36:46 GMT+00:00","4","10","",""
"1.6.2.3","","","","","","","1","You will find that quite often, you will be interested in"
"1.6.2.3","","","","","","","2","looking at all the occurrences of some content.  Use &quot;Jump"
"1.6.2.3","","","","","","","3","Content First to get to the first one, and then &quot;Jump"
"1.6.2.3","","","","","","","4","Content Next&quot; to look at successive ones.  A shortcut is"
"1.6.2.3","","","","","","","5","the following:  The <TAB> key on your terminal is equivalent to"
"1.6.2.3","","","","","","","6","&quot;Jump Content Next&quot;, using whatever content you"
"1.6.2.3","","","","","","","7","specified last.  Just press the <TAB> key when your prompt is"
"1.6.2.3","","","","","","","8","&quot;BASE C:&quot;.  Now note where you are, and try some"
"1.6.2.3","","","","","","","9","content searches for various things now.  Return here when you"
"1.6.2.3","","","","","","","10","are done.  Be sure to try <TAB>."
"1.6.2.4","6b4","0291","ROSE","Fri 9 Jan 1981 06:36:57 GMT+00:00","4","3","",""
"1.6.2.4","","","","","","","1","The only restriction on content searches is that the character"
"1.6.2.4","","","","","","","2","string searched for may not contain the double quote character"
"1.6.2.4","","","","","","","3","(&quot;).  The capitalization must be exact as well."
"1.6.2.5","6b5","0292","RVR","Tue 16 Nov 1982 05:10:43 GMT+00:00","4","10","",""
"1.6.2.5","","","","","","","1","There is a second method of content searching which will look"
"1.6.2.5","","","","","","","2","for the specified text as a word only.  The commands are"
"1.6.2.5","","","","","","","3","&quot;Jump Word First&quot; and &quot;Jump Word Next&quot;"
"1.6.2.5","","","","","","","4","Otherwise, they are identical to the commands discussed above;"
"1.6.2.5","","","","","","","5","you can use the <TAB> key to repeat this sort of search also."
"1.6.2.5","","","","","","","6","The difference is that a &quot;Jump Content Next the<OK>&quot;"
"1.6.2.5","","","","","","","7","might find those characters as the the word &quot;the&quot;, or"
"1.6.2.5","","","","","","","8","as part of the words &quot;then&quot;, therefore&quot;, or"
"1.6.2.5","","","","","","","9","&quot;Athens&quot;, the &quot;Jump Word ...&quot; commands must"
"1.6.2.5","","","","","","","10","find the content &quot;the&quot; as a word."
"1.6.2.5.1","6b5a","0542","ROSE","Fri 9 Jan 1981 06:37:05 GMT+00:00","5","2","",""
"1.6.2.5.1","","","","","","","1","For experts, there is a way to specify content in a link.  See"
"1.6.2.5.1","","","","","","","2","TUTOR4 for details."
"1.6.3","6c","0244","THOM","Fri 21 Dec 1979 00:55:59 GMT+00:00","3","1","",""
"1.6.3","","","","","","","1","SIDs"
"1.6.3.1","6c1","0293","ROSE","Mon 12 Jan 1981 07:48:23 GMT+00:00","4","7","",""
"1.6.3.1","","","","","","","1","Using statement numbers, it is possible to get to any statement"
"1.6.3.1","","","","","","","2","in a file in a single step -- if you know the statement numbers."
"1.6.3.1","","","","","","","3","You may have a printed listing of the file with the statement"
"1.6.3.1","","","","","","","4","numbers listed, but there is still a problem.  As soon as you"
"1.6.3.1","","","","","","","5","insert or delete a statement from your file, the number of every"
"1.6.3.1","","","","","","","6","statement following it may change.  This could make life"
"1.6.3.1","","","","","","","7","difficult."
"1.6.3.2","6c2","0294","ROSE","Fri 9 Jan 1981 06:37:28 GMT+00:00","4","7","",""
"1.6.3.2","","","","","","","1","In fact, every statement in your files has two numbers -- one is"
"1.6.3.2","","","","","","","2","the standard statement number that was discussed previously"
"1.6.3.2","","","","","","","3","(such as 12, 1b5, 17q8w4, etc.), and another (called a statement"
"1.6.3.2","","","","","","","4","identifier, or SID) which will never change.  Every time a new"
"1.6.3.2","","","","","","","5","statement is inserted into a file, it gets the next SID,"
"1.6.3.2","","","","","","","6","starting with number 1.  In a very old file there may be"
"1.6.3.2","","","","","","","7","statements having SIDs in the tens of thousands."
"1.6.3.3","6c3","0295","RVR","Tue 16 Nov 1982 05:11:19 GMT+00:00","4","12","",""
"1.6.3.3","","","","","","","1","The problem is, how do we distinguish between statement numbers"
"1.6.3.3","","","","","","","2","and SIDs?  Does &quot;3&quot; refer to statement number 3 in the"
"1.6.3.3","","","","","","","3","file, or to the third statement ever entered in the file?  The"
"1.6.3.3","","","","","","","4","answer is SIDs begin with a leading 0 (zero).  Thus, &quot;Jump"
"1.6.3.3","","","","","","","5","(to) Link 03<OK>&quot; will take you to the statement with SID"
"1.6.3.3","","","","","","","6","03, and &quot;Jump (to) Link 3<OK>&quot; will take you to"
"1.6.3.3","","","","","","","7","statement number 3 (the third top-level statement), no matter"
"1.6.3.3","","","","","","","8","what its SID is.  Since statements tend to be added to files in"
"1.6.3.3","","","","","","","9","a rather random fashion, there is very seldom any relationship"
"1.6.3.3","","","","","","","10","between a statement's SID and its position in the file. (Note"
"1.6.3.3","","","","","","","11","that a statement's statement number tells essentially everything"
"1.6.3.3","","","","","","","12","about its position in the file.)"
"1.6.3.4","6c4","0296","ROSE","Mon 12 Jan 1981 07:48:37 GMT+00:00","4","15","",""
"1.6.3.4","","","","","","","1","The only question remaining is, how can you find out what the"
"1.6.3.4","","","","","","","2","SID of a statement is?  It turns out that turning on SIDs is"
"1.6.3.4","","","","","","","3","just another way of viewing a file, and so is controlled by a"
"1.6.3.4","","","","","","","4","viewspec.  Recall that viewspecs &quot;m&quot; and &quot;n&quot;"
"1.6.3.4","","","","","","","5","turn on and off numbering, respectively; up to now, they have"
"1.6.3.4","","","","","","","6","turned on and off statement numbers -- they can also turn on and"
"1.6.3.4","","","","","","","7","off SIDs.  There is a viewspec pair &quot;I&quot; and"
"1.6.3.4","","","","","","","8","&quot;J&quot; (uppercase) whose setting decides whether SIDs or"
"1.6.3.4","","","","","","","9","statement numbers will be shown.  When you log in, viewspec"
"1.6.3.4","","","","","","","10","&quot;J&quot; (show statement numbers, not SIDs) is"
"1.6.3.4","","","","","","","11","automatically set (just as &quot;n&quot; -- don't show numbers"
"1.6.3.4","","","","","","","12","at all -- is set automatically).  To view SIDs, simply set"
"1.6.3.4","","","","","","","13","viewspec &quot;I&quot; and turn on the numbering (viewspec"
"1.6.3.4","","","","","","","14","&quot;m&quot;).  SIDs rather than statement numbers will appear"
"1.6.3.4","","","","","","","15","before each statement."
"1.6.3.5","6c5","0297","ROSE","Fri 9 Jan 1981 06:38:46 GMT+00:00","4","6","",""
"1.6.3.5","","","","","","","1","If you simply set viewspec &quot;I&quot;, it will be set, but no"
"1.6.3.5","","","","","","","2","numbers at all will be shown because &quot;m&quot; is not set."
"1.6.3.5","","","","","","","3","Setting viewspec &quot;I&quot; simply says &quot;if numbers are"
"1.6.3.5","","","","","","","4","turned on, then show the SIDs, not the statement numbers&quot;."
"1.6.3.5","","","","","","","5","Setting &quot;I&quot; without &quot;m&quot; appears to do"
"1.6.3.5","","","","","","","6","nothing."
"1.6.3.6","6c6","0298","RVR","Tue 16 Nov 1982 05:12:17 GMT+00:00","4","9","",""
"1.6.3.6","","","","","","","1","Go ahead and try out various combinations of the viewspecs"
"1.6.3.6","","","","","","","2","&quot;I&quot;, &quot;J&quot;, &quot;m&quot;, and &quot;n&quot;"
"1.6.3.6","","","","","","","3","until you see what is going on.  Also, try jumping around using"
"1.6.3.6","","","","","","","4","SIDs wherever an address is expected.  A SID can be used as the"
"1.6.3.6","","","","","","","5","target of a Jump command, as in &quot;Jump (to) Link"
"1.6.3.6","","","","","","","6","043<OK>&quot;, but it can also be used for editing purposes."
"1.6.3.6","","","","","","","7","Try inserting a new statement below this one with the SIDs on,"
"1.6.3.6","","","","","","","8","and then delete it by typing its SID when you are given the"
"1.6.3.6","","","","","","","9","&quot;M/A:&quot; prompt in the Delete Statement command."
"1.6.3.7","6c7","0299","ROSE","Fri 9 Jan 1981 06:39:22 GMT+00:00","4","13","",""
"1.6.3.7","","","","","","","1","This method can be used to move statements that are too far"
"1.6.3.7","","","","","","","2","apart to both be viewed on the screen at the same time.  Simply"
"1.6.3.7","","","","","","","3","find the SID of the statement to be moved, and jump to the place"
"1.6.3.7","","","","","","","4","you want to move it to.  Suppose that the SID of the statement"
"1.6.3.7","","","","","","","5","you want to move is 089.  To move it to follow a statement on"
"1.6.3.7","","","","","","","6","your screen, use the command &quot;Move Statement (from) 089<OK>"
"1.6.3.7","","","","","","","7","(to follow) MARK<OK>&quot;.  Alternatively, you can find the SID"
"1.6.3.7","","","","","","","8","of the statement you want the new statement to follow (suppose"
"1.6.3.7","","","","","","","9","it is 0183), and jump to the statement to be moved.  The command"
"1.6.3.7","","","","","","","10","would then be &quot;Move Statement (from) MARK (to follow)"
"1.6.3.7","","","","","","","11","0183<OK><OK>&quot;.  (For real experts, there is no need to have"
"1.6.3.7","","","","","","","12","either of the statements on the screen for the move -- simply"
"1.6.3.7","","","","","","","13","give the SIDs of both)."
"1.6.3.8","6c8","0300","ROSE","Mon 12 Jan 1981 07:48:45 GMT+00:00","4","17","",""
"1.6.3.8","","","","","","","1","There is another pair of viewspecs, &quot;G&quot; and"
"1.6.3.8","","","","","","","2","&quot;H&quot;, (again, uppercase) which behave very much like"
"1.6.3.8","","","","","","","3","the pair &quot;I&quot; and &quot;J&quot;.  &quot;H&quot; is set"
"1.6.3.8","","","","","","","4","automatically when you enter AUGMENT, but it can be changed to"
"1.6.3.8","","","","","","","5","&quot;G&quot; when desired using the Set Viewspecs command."
"1.6.3.8","","","","","","","6","This pair of viewspecs controls whether the numbering (which may"
"1.6.3.8","","","","","","","7","be either SIDs or statement numbers) is displayed at the"
"1.6.3.8","","","","","","","8","beginning or the end of the statement.  If viewspec"
"1.6.3.8","","","","","","","9","&quot;n&quot; (numbers off) is in force, the G/H setting makes"
"1.6.3.8","","","","","","","10","no difference, just like the I/J pair.  To see the effect of"
"1.6.3.8","","","","","","","11","setting viewspec &quot;G&quot;, viewspec &quot;m&quot; must be"
"1.6.3.8","","","","","","","12","turned on.  All possible combinations of &quot;I&quot;,"
"1.6.3.8","","","","","","","13","&quot;J&quot;, &quot;G&quot;, &quot;H&quot;, &quot;m&quot;, and"
"1.6.3.8","","","","","","","14","&quot;n&quot; are possible.  They come in three pairs, and the"
"1.6.3.8","","","","","","","15","setting of the I/J and G/H pairs are not visible unless"
"1.6.3.8","","","","","","","16","&quot;m&quot; is in effect.  Try out now a number of"
"1.6.3.8","","","","","","","17","combinations of these viewspecs."
"1.7","7","013","THOM","Thu 7 Aug 1980 06:01:22 GMT+00:00","2","1","",""
"1.7","","","","","","","1","Printing"
"1.7.1","7a","093","ROSE","Fri 9 Jan 1981 06:39:58 GMT+00:00","3","1","",""
